,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.25,0.5,0.75,1.0
0.01,-219.1800000000003,-104.95000000000073,199.98999999999978,-399.9300000000003,-100.03999999999905,299.59000000000015,0.09000000000014552,-99.91000000000167,100.07999999999993,0.15999999999985448,99.95000000000073,0.0,-0.020000000000436557,0.040000000000873115
0.02,216.0,576.1599999999999,-205.79999999999927,-201.97999999999956,99.32999999999993,-200.34000000000015,-0.22000000000116415,199.79999999999927,299.880000000001,199.9399999999987,0.0,0.0,0.0,0.010000000000218279
0.03,15.75,-665.3099999999995,277.72000000000116,292.0799999999999,-203.53999999999905,-1.4400000000005093,-101.07999999999993,-0.6299999999991996,299.52000000000044,199.8199999999997,-100.0,0.0,0.0,0.0
0.04,-1.5199999999999996,-134.96000000000004,60.42999999999847,483.78999999999996,390.71000000000095,-1003.8100000000013,-201.8199999999997,298.10000000000036,198.95999999999913,299.1899999999987,-0.030000000000654836,0.0,0.0,0.0
0.05,2.1099999999999994,-29.980000000000018,-96.60999999999967,66.42000000000007,-414.3099999999995,-507.869999999999,-104.95000000000073,-203.53000000000065,-101.63000000000102,-101.51000000000022,-100.03000000000065,0.0,0.0,0.0
0.06,0.5,46.71000000000001,549.29,524.3800000000001,-522.7799999999988,-313.85000000000036,390.2000000000007,194.6900000000005,-203.45000000000073,-3.219999999999345,-300.1200000000008,0.0,0.0,0.0
0.07,-0.7799999999999998,5.399999999999999,-1063.27,561.46,-733.4000000000005,72.71999999999935,1179.4800000000014,90.2599999999984,-305.78999999999905,195.57999999999993,-200.07999999999993,0.0,0.0,0.0
0.08,-0.3999999999999999,1.9899999999999984,114.31000000000006,-110.26999999999953,26.0,-329.9200000000001,-518.289999999999,-215.21999999999935,289.2900000000009,293.22999999999956,-100.1299999999992,0.0,0.0,0.0
0.09,-0.71,3.0500000000000007,37.48999999999998,-861.1399999999994,738.5200000000004,528.4199999999992,-28.31999999999971,-513.9599999999991,86.25,89.56000000000131,199.8000000000011,-0.010000000000218279,0.0,0.0
0.1,-0.20999999999999996,-0.6899999999999995,14.110000000000007,-1888.9699999999998,180.60999999999967,-86.3100000000004,-535.0900000000001,-423.8199999999997,81.85000000000036,-212.04999999999927,-100.38999999999942,0.0,0.0,0.0
0.25,0.25,0.44999999999999973,-0.27,0.46999999999999975,-0.41999999999999993,-1.4299999999999997,-6.530000000000001,-104.45999999999998,-415.9300000000003,-611.96,-107.60999999999876,-0.17000000000007276,0.0,0.0
0.5,-0.010000000000000009,-0.10999999999999988,0.010000000000000009,0.20000000000000018,-0.08999999999999986,-0.2400000000000002,0.04999999999999982,-2.0299999999999994,0.05999999999999872,1.1899999999999995,-143.27000000000044,-1.9700000000011642,-0.030000000000654836,0.0
0.75,-0.039999999999999813,0.040000000000000036,-0.2799999999999998,-0.16999999999999993,0.08999999999999986,0.28000000000000025,-0.71,-0.41000000000000014,-0.39999999999999947,0.6799999999999997,-2.9099999999998545,-5.81000000000131,-0.17000000000007276,0.0
1.0,0.030000000000000027,0.040000000000000036,-0.06999999999999984,-0.08999999999999986,-0.19999999999999996,0.09000000000000008,0.34999999999999987,-0.14000000000000012,-0.48,-0.06000000000000005,-1187.35,-13.399999999999636,-0.5100000000002183,0.0
